Borough,Neighborhood,Neighborhood_Latitude,Neighborhood_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakso Ciat Solo,-6.184014174878079,106.86670005357307,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Imperial Kitchen,-6.1742608,106.8938695,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pizza Hut,-6.176757758734509,106.87463230975042,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Domino's Pizza,-6.196171062934649,106.8915009498596,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Asinan Ny. Isye,-6.201596327871425,106.88444711631269,Vegetarian / Vegan Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Lapau Nasi Jaya,-6.191119533135719,106.83634098997733,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Mie Ayam Gondangdia,-6.190596,106.835855,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,RUMAH MANTAN CAFÉ & NOSTALGIA,-6.198120255934544,106.88723495466135,Halal Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pagi Sore,-6.17637599926081,106.87147401970012,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Waroeng Steak & Shake,-6.1744052615981255,106.86038563163771,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Restaurant Garuda,-6.190303,106.83765,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Restoran Cahaya timur,-6.199000379789897,106.89008049978023,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Rumah Makan Mas Miskun,-6.192367494610831,106.85501538993752,Indonesian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Soto Betawi H. Ma'ruf,-6.193076,106.864441,Betawinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Burger King Salemba,-6.1939596391409,106.84965129421586,Burger Joint
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Tahu Campur Lamongan,-6.195716738601314,106.89107320711807,Javanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakwan Bakso Malang Sutomo,-6.202069,106.87913,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakso Boedjangan,-6.202366,106.850283,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Imperial Kitchen & Dimsum,-6.2139864,106.86443,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Kwo Tie (RM Sedap),-6.171819991473927,106.8414115797087,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,"Mie Ayam Senen ""Bejo""",-6.179897072985958,106.84405971482182,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Mie Ayam Ketapang Baru,-6.162623686216711,106.85158724026404,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Nasi Kapau Sabana Asli,-6.1794458198093745,106.84249660260403,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Mie Ayam & Es Alpuket Sukawati,-6.163151712529362,106.8612079332952,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,sate solo sukowati,-6.185641228882193,106.87079645748226,Middle Eastern Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Rumah Makan Mini,-6.174466050775973,106.85581096690339,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmi Balige Jaya,-6.184093161786652,106.88129791160675,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Warung Pasta,-6.197144842159306,106.8859455341385,Italian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmi Golek,-6.194516002538647,106.8910976762709,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmie BBT,-6.208882497911496,106.85979656668242,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Ayam Betutu Khas Gilimanuk Bali,-6.197156143521506,106.88600165596593,Balinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmi Roxy,-6.188634734198321,106.83724633195722,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakwan Malang 'Cak Su Kumis',-6.199389305600376,106.88057194603634,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,A&W Rawamangun,-6.194762161202851,106.8911835310856,Burger Joint
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pagi Sore,-6.1968943181732135,106.88194990425858,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pizza Hut,-6.20127436140038,106.85610501177206,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,"Ketoprak Bang ""Muin""",-6.18494036,106.875304,Vegetarian / Vegan Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Gado Gado Yenny - Sunter Hijau,-6.156614946398277,106.87546702032061,Vegetarian / Vegan Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Warung Sate Solo Pak Kendar,-6.15833298177905,106.8704764926823,Argentinian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Kebon Sirih Barel ( Bawah Rel ),-6.184008,106.83227,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pizza Hut,-6.189159836271274,106.8871485082746,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Pizza Hut,-6.193132212908711,106.89213125841889,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmie Siantar,-6.19720238635793,106.89181574569466,Asian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Hadramout,-6.206111909956965,106.84873098657665,Middle Eastern Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Mie Bakso Kocok Bandung,-6.19658536623201,106.89133773770429,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Ketan Susu Kemayoran,-6.160844496213167,106.8492741899642,Dumpling Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Bakmi Ayung (Sunter),-6.1568003,106.87462,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,"Mami Kerang Presto, Sumur Batu",-6.16468231009914,106.86391002365383,Seafood Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Monggo bebek kremes,-6.20369,106.86585,Burrito Place
KOTA ADMINISTRASI JAKARTA PUSAT,CEMPAKA PUTIH,-6.181268890081,106.86707362626,Seafood Lamongan,-6.187693478703044,106.86461016907236,Seafood Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,"""SUDI MAMPIR"" Sop & Kaki Kambing",-6.167581034364231,106.80800044529187,Halal Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakso Solo Samrat,-6.149853,106.817612,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Joni Steak,-6.161584,106.831039,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,RM Padang Siang Malam,-6.167968368610724,106.82747984538327,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Aung 28 (New Place),-6.173941058022414,106.79586835695845,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,"Pecel Ayam Asemka ""Ikhlas""",-6.137091205860473,106.81819856007739,Javanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Karet Krekot - Hayam Wuruk,-6.158750898261523,106.81873935879771,Food Truck
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Nasi Campur Yung Yung 99 Kalimanta,-6.1515617,106.806816,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Alot Aheng,-6.171795784117763,106.79839799285976,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Rumah Makan Triratna vegetarian,-6.16068660936892,106.81101466376731,Vegetarian / Vegan Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Sushi Tei,-6.176221737409085,106.79148983757906,Sushi Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,RM Garuda,-6.186911095473524,106.82516206164813,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Gandy Steak House & Bakery,-6.156878245747026,106.8187765593042,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,HokBen,-6.2065229413868,106.81001850574056,Japanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Sentral Restaurant,-6.176995690855999,106.7998225196975,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi GM,-6.154986170647095,106.81785260541413,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi GM,-6.177059,106.791695,Asian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Restaurant Garuda,-6.190303,106.83765,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Tan,-6.150410497562174,106.82303018989946,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Restaurant Garuda,-6.153765028458682,106.81795774845965,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,The Food Place,-6.1477032884013525,106.81634264705083,Food Court
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Mie Tarempa,-6.148623620208492,106.83199711039343,Indonesian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Kwetiaw Sapi 78 Mangga Besar,-6.14889293412637,106.82545423223245,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Top Yammie,-6.14684068667808,106.81786518891325,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Kalimantan Afui Ace,-6.151522983379497,106.8062062968382,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi GM,-6.188744790292668,106.82409642069393,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Kuo Tieh Santong 68,-6.141242697529374,106.81269037527461,Dumpling Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,A&W Golden Truly,-6.163380880271106,106.83624337977905,American Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Sui Sen,-6.1633712232005164,106.83623868794596,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Sun City Restaurant and Luxury Club,-6.145805948117324,106.81692453866737,Dim Sum Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Shantung Restaurant,-6.163380860729165,106.8362404366222,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Soen Yoe Restaurant,-6.1633695322315765,106.83623443382109,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Pizza Hut,-6.163385381432104,106.8362543324413,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Shangrila Palace Restaurant,-6.162422255207728,106.83430552482605,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Mie Alip,-6.16046,106.82268,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Bangka 21 Hadiah,-6.161695010064001,106.78363565429825,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmie Boy - Mangga Besar,-6.153069196833855,106.82641286768525,Asian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Pinangsari,-6.140062044493073,106.8170968019292,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Mie Keriting Luwes,-6.202516500173834,106.82460106275074,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Kopi Es Tak Kie,-6.141266595043537,106.81359320891191,Coffee Shop
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Mie Ayam Uban,-6.1642084,106.79055,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Ahau 38,-6.149370513060492,106.82114426180893,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Aboen,-6.1624417,106.83349,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Tio Ciu 78,-6.148826581986638,106.82511150952261,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Angke Restaurant & Ballrooms,-6.160057664841234,106.81684226413047,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Imperial Chef,-6.147684462787572,106.81648921659192,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,Bakmi Lung Kee,-6.157368445260144,106.81863948097696,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,GAMBIR,-6.1715037344699,106.81750964695999,"Bakmi Lili ""Petojo""",-6.162258229162523,106.81244354634711,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Waroeng Steak & Shake,-6.1744052615981255,106.86038563163771,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Signatures Restaurant,-6.195168256822929,106.82198249830857,Buffet
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,RM Garuda,-6.186911095473524,106.82516206164813,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,PAUL,-6.194508116290849,106.82137449073012,French Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Cork & Screw,-6.19419958500872,106.82248170902311,Wine Bar
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Soto jakarta Pak H. Yus,-6.212505218638478,106.84384598950244,Betawinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi GM,-6.188744790292668,106.82409642069393,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Martabak AA,-6.211080031587126,106.84225844161388,Food Truck
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Greyhound Café,-6.19535623276333,106.82032483493592,Café
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmie BBT,-6.208882497911496,106.85979656668242,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Soto Betawi Haji Husein,-6.212039964384374,106.84387707689966,Betawinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Yoshinoya (吉野家),-6.194924833817503,106.81973928031184,Japanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Penang Bistro,-6.183176037312223,106.82732582745194,Malay Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pagi Sore,-6.1968943181732135,106.88194990425858,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi Sui Sen,-6.1633712232005164,106.83623868794596,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pizza Hut,-6.163385381432104,106.8362543324413,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,A&W Golden Truly,-6.163380880271106,106.83624337977905,American Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Shantung Restaurant,-6.163380860729165,106.8362404366222,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Soen Yoe Restaurant,-6.1633695322315765,106.83623443382109,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Shangrila Palace Restaurant,-6.162422255207728,106.83430552482605,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pizza Hut,-6.176757758734509,106.87463230975042,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Mie Ayam Blo'on,-6.189896822556178,106.826828448856,Food Truck
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Mie Ayam Alot (Aheng),-6.160197201752769,106.83609611338495,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,HAKA Restoran,-6.165603849565756,106.83172711111797,Cantonese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Hadramout,-6.206111909956965,106.84873098657665,Middle Eastern Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Oku Restaurant,-6.195073146461398,106.82224411781064,Japanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Sushi Tei,-6.194921701627258,106.82020811973646,Sushi Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Gado Gado Bon Bin,-6.1928411272043915,106.83839276296395,Vegetarian / Vegan Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Beautika,-6.179548848000849,106.81807552343534,Manadonese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Kantin Rujak Cingur Pak Hadi,-6.186647767412861,106.83079067868545,Javanese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakso metro,-6.160781165759548,106.83251737832973,Asian Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi Aboen,-6.1624417,106.83349,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Joni Steak,-6.161584,106.831039,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi Ayung (Sunter),-6.1568003,106.87462,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi Roxy,-6.188634734198321,106.83724633195722,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pizza Hut,-6.189159836271274,106.8871485082746,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Ketan Susu Kemayoran,-6.160844496213167,106.8492741899642,Dumpling Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Restaurant Garuda,-6.190303,106.83765,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Long Fong Chicken Rice,-6.205327715930399,106.83386918886524,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Claypot Popo,-6.183920369882575,106.82480269227405,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pagi Sore,-6.17637599926081,106.87147401970012,Padangnese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Pondok Bakso Loncat,-6.161361883122427,106.833874950608,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Burger King Salemba,-6.1939596391409,106.84965129421586,Burger Joint
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Hokian Lomie Mikado,-6.159956334206902,106.83202576796631,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Imperial Kitchen & Dimsum,-6.2139864,106.86443,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Bakmi Balige Jaya,-6.184093161786652,106.88129791160675,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,"Mami Kerang Presto, Sumur Batu",-6.16468231009914,106.86391002365383,Seafood Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Mie Ayam & Es Alpuket Sukawati,-6.163151712529362,106.8612079332952,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,-6.1830500003962,106.85432000684,Seafood Lamongan,-6.187693478703044,106.86461016907236,Seafood Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Mie Ayam & Es Alpuket Sukawati,-6.163151712529362,106.8612079332952,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Indah Seafood 94,-6.140739038772216,106.837392164811,Seafood Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Joni Steak,-6.161584,106.831039,Steakhouse
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Bakso Rudy,-6.145096775646198,106.83758323868591,Indonesian Meatball Place
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Chung Hua,-6.1407869411840705,106.8542572153438,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Pizza Hut,-6.163385381432104,106.8362543324413,Pizza Place
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Bakmi Sui Sen,-6.1633712232005164,106.83623868794596,Noodle House
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Shantung Restaurant,-6.163380860729165,106.8362404366222,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Soen Yoe Restaurant,-6.1633695322315765,106.83623443382109,Chinese Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,A&W Golden Truly,-6.163380880271106,106.83624337977905,American Restaurant
KOTA ADMINISTRASI JAKARTA PUSAT,KEMAYORAN,-6.1627704449715,106.85925894753001,Shangrila Palace Restaurant,-6.162422255207728,106.83430552482605,Chinese Restaurant
